,max_rank,min_rank
B00AIEBOTY,1397169,118904
0615816312,1809874,65253
1457186039,873283,42658
006237026X,16778,6319
1618931571,857249,43389
B0117VIQSS,490559,36813
1935460994,5030053,218013
0062377728,3558492,59864
B076KXFF1M,1894343,94023
1250097479,1577669,52755
1250118409,30531,460
1846148413,2895215,113406
1577312368,1354491,71200
1905624522,5423660,155570
B00EGTWQB2,821848,65879
0525559442,316272,43
0199773742,2032076,104052
0609803700,346396,13874
0553272993,1789440,91475
B00B9KURLW,251172,5103
B075B27TNN,2319318,72279
B06XYY9WJR,413387,18065
1848543255,8899415,5363701
B01ARSC5RK,1388051,55367
B07DP8LSLK,131645,12190
B079CZY3ZM,10992,4424
1623170745,661359,24496
1909573264,5359425,52104
1501107739,364243,26352
1981415408,2146965,122018
B00TP5VS02,566300,43285
0310518350,1126561,43988
0199977755,2976776,115160
0982129831,1835217,47086
0425271676,1199770,61298
B006N0LBUO,879730,140117
0399544968,311662,20288
0062293036,290615,15735
B015QA1250,193787,26061
B0716CFQ8D,118544,7985
0547482507,1324246,90741
B00YOAZYYO,17925,2824
1470158647,1958391,66690
B01N2X6ZOJ,4274993,111841
0987189271,5314195,4560456
1932014470,13805008,10424980
0470684437,3019101,78628
1476773351,802712,38702
1101884762,216975,13289
1461089425,952898,57036
1608872114,1647652,62738
B07771M9V2,1182482,113624
B00OUJL6PK,1624534,137043
B017I0S4X4,18552,3472
0615144365,7831653,142904
154532770X,1380699,10870
B076C65J25,3552012,281262
B01C9KNWTE,839708,88266
B074DHC4P6,341138,13083
1101884347,619018,39040
B004G606LW,1029708,87924
0812983416,5751,140
0393324826,6356,1489
B016ZNP8IO,88577,7682
3864904641,9581742,8413826
0810136155,4433848,40396
1909526223,1073111,38134
1532009526,1214501,33943
0345428536,695723,47617
B01MTC1B7O,539203,1756
B00I9PCMFO,1301061,93740
B0771QFKCY,290241,36086
B01C3LHRS6,730184,9305
B00VB0PMCE,754163,72061
B07CQQWHMH,727416,4299
B07CS478JX,2737464,1126664
1518625983,3072635,159495
1497329116,1990567,42704
140916375X,1803442,137545
B00AH011YC,1402084,74116
B01E9ES1TO,4111902,3198612
B00NIEJ0JM,984189,66572
0553524054,148943,4204
B07CVV21CV,1224345,729064
B076Z31Y4C,10058,3017
1614277303,272886,13559
0451493974,320933,2620
1119212154,991731,47272
B0784BZZW9,340276,7353
B0163A8SZY,2199603,154536
B0051HFCFU,1813323,131963
0743254430,200920,218
B01B1W0XNE,2639396,199878
B01NCSQ7XO,1735222,117966
193507119X,905131,26118
0738727210,531082,4171
B01F3VAUSW,1952806,124984
1137276835,4965282,242522
157860513X,1946167,84474
0525522476,14058,1261
B071F9S43Q,2028505,13327
1941631568,1905,619
1948132532,4135669,135549
B07418V5WX,1096892,29619
0749828161,16939153,16144767
B01LX391VG,426011,28147
1939880939,751477,45073
1450246656,16770161,13965514
B07BB3M16G,1868095,105290
B01LY7NUYQ,292748,1541
1933665327,1598998,86756
1516108019,1435003,51821
B06Y55SB48,2615,713
B00AJQJNTY,3638645,2661423
1480850799,3318416,119028
B00O3R60T6,1898114,19622
0137031580,797732,11977
0521121418,6812586,256673
B07C48QY4W,799381,38967
B07197XZWP,588346,51852
1137279648,304064,23452
B01LZDVA1D,1322563,89402
B07D14JC3N,347492,27180
1473204283,1092409,101135
0822354713,1784720,77163
1497545730,11295761,7481217
B01M5BCZ1K,2408680,126667
1906660255,1525049,61842
0143122231,69548,1005
1484210204,1827070,86524
1499572166,6403664,3929460
B01B1R4Z10,28571,743
B00ZS672SO,878891,9953
B075XR8PDS,48655,77
B01FKTQZXG,8870180,301073
B071K7HCB9,3761034,3617673
B00OM897ZU,1271512,90339
1857438655,7119282,346874
0226318168,200643,8391
0060753633,707804,38058
B071LJ2T9H,689398,7360
B00B2SO7NU,472149,67183
B00J1BDT3Y,2978881,2921458
1635756723,5977649,173179
156477998X,4260,2233
1720673799,888882,797112
B007WSNQFO,956251,73957
B001NLKU7S,134025,5477
1133940137,484814,4699
1250063167,30708,6668
1973234173,9080135,2857995
0310755166,1088810,55690
B00A078TNI,2312299,149509
1633691721,335483,17263
1481057782,7549548,5189594
B00OJA5AFC,333678,19824
B006KXLVGS,4426359,3618405
0415640865,1772535,64249
B00KFQPUEK,119447,89
B00DQ97TWO,140125,12022
0007550715,1285682,73189
1939156831,4141658,3999286
B0199BCL52,953395,85377
1622412281,8757622,174985
1629986380,116379,4806
B07CH4GR22,366342,68669
0749837985,9985327,8723439
B01MTAEVEP,303952,687
B011T3M5TU,127609,9177
1925089304,2200179,612049
151718276X,702364,223361
B079BR9TQL,25838,5138
0738219045,1390138,71701
1510723358,2412799,5223
B071NZFFZC,1163290,53370
0977326411,51622,5868
B00LDY9D0A,158617,1583
1118743202,175295,243
1451649959,538585,29106
0310286514,1182552,75486
0801886317,1062384,56357
0008150109,1471080,41725
B07CBT449B,1558319,36808
B016UF8W1M,887176,50009
B01C2TAALK,452257,30900
B01K3QOUBU,654116,111348
B007XJ6WYO,740073,62897
B00ENSSU8E,1166059,96999
9653015826,1784529,100775
1623155746,1033550,39933
B01LX18G2T,1755127,150237
1596430346,1584125,80609
0394720954,66320,11925
B00ORBNEQU,127868,92
0882824562,1546560,57776
B079F53MGM,38399,14087
1548984256,5683643,179852
3842364911,13523731,12409505
0307456609,613748,30528
B07B7C962S,1116395,102447
1628600004,8621,650
B0752CFQ3W,394992,35500
B079VRXJS4,466983,440488
B07D636K87,934369,102886
0385541902,2066691,73185
184176681X,1795232,80563
B07B6S3P4K,413587,315
0847843963,345808,18205
1770412026,5831437,218888
1978487215,3212103,84255
0349418551,1377973,19809
B00859J2F2,3976284,3042988
1434430464,7793679,5341401
B07BK8JBX3,2245459,94799
B016C8YLFS,2038762,188054
B073VW3ZHN,1704143,109870
B00X4L3S5Q,437353,39315
B077SKPT99,2767955,2629815
B01N4P137A,114935,2554
B003X27L2W,793009,75615
022637436X,778445,21211
1911223208,2472387,79665
1535330473,2468090,74926
B07832M71L,2601391,126790
B01MYVP7O2,1855292,128553
B00FFA0AAA,1415445,108171
3831016267,20307453,160177
B077F2GGVK,798219,36690
B073TG8F23,23993,9807
1457555638,103102,3584
B07418334L,279901,13349
B00HWI5OP4,30782,523
1594148988,2932226,125091
1626341974,634852,23136
0999458108,328922,799
1620355485,3366206,75659
0199466564,8132313,174737
B0716BK3Z8,1555776,107102
B01GFHZZ06,1807640,120791
3499291398,4392970,149384
B01G8T7GIU,443731,4065
0765326361,33498,1404
1402073321,5478695,189182
B009RYS39A,394688,39472
0395715318,1596094,40099
B06XJ5T3QJ,2802046,104692
B0124XGWN4,706217,40536
B06X6DSSVG,835490,8595
1784396702,5444687,305264
190517733X,10227941,107235
0064632091,227326,16663
B07CGMY2BX,1428327,1219960
0864926707,1143278,37466
1438009046,19400,406
B00V2JDG2M,1445989,76984
B00RWJPTWQ,288347,15743
1593859759,33143,5057
B01GIYGEY2,701805,62066
B008O53PM8,2168210,109471
B00KXDW82C,162629,51
B073R2YP9D,550807,3630
0991293592,1894971,87188
1329624742,9701332,232463
1439182868,723866,42649
B00S4SK9E2,3667172,203240
0316204374,5237,588
1591140013,2197260,89172
B013J44WCK,377903,89148
B01MRD9AKR,73681,14050
0099272342,2280325,83540
0393285111,483659,24342
3785723881,5266909,170101
B00JZFWTK0,1153022,97205
B00NBU9B6U,738194,59498
1635650003,187173,4551
B00K685YZ2,2127758,183840
B01FKSXN5A,9426032,1006936
1946571385,3254632,84048
0995990735,2826192,145338
0857664018,562701,26358
B00F9U3SBO,246504,2354
B06XCRSPZW,781737,26221
1409145522,3502046,267947
194452603X,1400237,66763
0399175733,389230,20927
B076HBVVGD,663276,28418
145718592X,857975,13762
1436713080,18606585,16200290
B078GMCRLH,379206,61748
1974654842,5329291,2694265
159474520X,783299,29670
0077660773,178413,358
0989441083,4347087,191824
1908910798,6488727,115473
0316407070,111452,3850
3319601784,862273,31226
1419724428,294351,3575
1783524138,627118,48329
B00VB8C2D8,1961007,399574
1119059631,627458,13962
0995511012,2320499,46569
1509809031,594343,32637
3404171780,1080300,57922
B00XNLKFVC,3455176,2522011
B00H8CLY1M,756975,13237
B00FNWAUR8,2467993,160390
1982031956,5361827,139775
B0055POMLI,737911,88130
1619616416,1643970,40198
B01BPI8KVG,463998,68403
B01C1LWYJ0,583509,45179
B004W4M940,2509748,128484
0307280322,288346,13459
B01MTAXPXA,3086182,163829
B005GNLX1Q,6105005,4296044
B00KX6E4FI,1554240,127935
B06VSG5FK3,1955513,129735
1782792392,7178600,148440
1259061191,9632298,9233184
3426512068,5606799,162602
B06ZYYY5WK,118868,1379
B078TFQ1VX,598961,47982
B005PR4KOA,3827463,3737908
0778364151,59249,13572
0761152504,454029,8736
0486800512,598637,8438
0557393809,2197100,89217
B076GQB9R9,45775,9239
022632818X,1021380,16622
1937007820,735547,33023
1577314808,895,54
B06XHPLV4K,805782,10170
3446246479,11514968,10916567
0062402366,302524,2564
1983090441,4310,170
1478151706,1823692,90973
1138124680,1164163,41775
B01KR0WRLM,1479284,92923
B00F8EEFAO,351000,51351
B00H2YWCVW,93586,1
0824701801,11884922,11565126
1505378605,6226865,189125
B01N5L2QGW,95335,14055
B07CWQGFMK,562524,59336
0712356916,736173,36911
B01MF4DETP,1325312,47749
1500374598,5362187,5113141
B00FM4FBNA,1333469,951532
0759107793,1367396,7596
B0015DROBO,16306,4108
B078XM7MC3,51588,1648
B079K1737X,860692,19817
B06ZZLH321,37305,190
B01LDJV4CE,345410,15580
1717318487,372125,46383
B004V14VBS,4355958,3517737
B073Q75R93,40330,62
B079ZWNXRB,212321,10985
B01M09ZTCH,536543,69865
022644256X,7764424,185519
1496705726,3840637,48979
1107495903,8321726,150624
1461169305,1855656,114222
B07DX8X52C,6128,2667
B00D3V0M9W,970950,130166
1782394869,9723528,9292726
B00ZAT8ZHG,213938,463
B07BB2P3W6,479441,47708
0967038448,1751356,97428
B01AIZ7RDO,2774332,146824
186230386X,9007743,270558
B00BIJP3OU,2780016,205095
B078HLX45Z,2143461,128059
B012AYSJRO,714550,67703
1412947731,11916003,10980073
1502308002,4352806,217149
0008183422,2788962,2579009
1626945071,4388082,4140049
B06XXYW6K5,16539,4124
1925711013,3652566,109847
B07CWF942Q,475129,49451
B077BWT1LT,1096425,60203
B00KOAMTRS,536629,7506
0345528808,555251,26037
B00JORCC1A,4330146,3480119
1473635306,2413,41
3404159233,6828231,254351
0373211090,1642526,113368
1388856697,4056624,984415
1473625963,2651984,153656
1501178482,1257424,1969
1439148953,502057,16715
B072HL81TK,1212502,89912
B0755Z97TP,13073,395
B007ZDKDJI,5229,4
B078HC5ZJB,685907,44446
B014VEVVSA,1039905,77831
B003X4KW4Y,2123116,112180
1250161657,263570,6620
B06XWG3P49,368983,29958
B003ODHO8G,127930,17113
B01CDM55VG,2705586,2693421
1543479308,5906454,157443
B079RMGJGB,1345780,44799
1499744463,2923702,100142
B06XHVCL3S,3007350,154879
0804170703,321265,4633
B06XZSHWJ2,293970,1680
B00Q2VR1JO,1954410,96161
B07BQSC1XL,1100,35
193839870X,786606,11009
0674061578,2227649,106441
1783609338,1154823,12160
B01GGOUFTE,1341051,73262
B00KH503O6,194927,41070
9386850427,1950778,70478
B00H87RLJQ,116105,29099
1986930408,904048,73395
0062098225,799578,30194
B07BFSMP8K,850913,106889
1469753057,2074460,124483
B00U3WKB3G,1574237,91158
150116340X,5990,21
B077L1KSKG,667579,86711
B00N9SDH7I,1395450,103513
B072M1YSX4,2892302,2534785
B00ZP64F28,26077,45
B06XSBMFFT,2750814,2411031
B01J92ODG6,271796,420
140006922X,115547,5557
B07DWD28J6,412752,80556
B00HVXBPW6,3238606,239778
0062430483,13263,414
1449364918,97613,2802
B00EXC3PH6,1708967,80331
1572270640,2722635,59396
B00FVAF04U,1232785,101748
B007SOG5M8,69687,709
1594935939,3452532,3167808
B01FUO50EG,1438787,91771
1633571262,7118332,106850
B01ABDLWMK,1315805,48965
0415870534,540418,25966
B076GVHFP5,759154,59081
B00TZAQCO4,4179966,3267354
B00K7DNGWE,421968,41971
B00R1B5XK8,442515,47160
B007BSG026,11508,33
0060787430,1221163,82070
B071DSQ8GP,1276040,48802
1782194665,3836873,123382
1440337160,1046341,91231
B00XAXMJ0I,667901,37407
0312306016,376285,25506
1772263249,1413494,35651
1640570217,1913890,65917
B009N1XMSE,1847104,108442
1506119719,654326,14566
1785903500,3522603,111586
1442215208,2514055,100662
0857525409,20249495,32126
0804178801,64279,267
1613727283,9917309,292077
B00I56G0O6,2264774,141411
0323353789,1951,369
B06X1BYH6T,174585,116
1619213494,5567118,145075
1250096359,813472,10046
1405256931,13996355,13061117
1500930806,4177928,116550
B00I2ZY6O6,835821,52464
B06Y4BFYNK,834682,55621
B072HZNW72,531627,3047
B01ENS2890,44849,1
0143125745,235302,6080
0307476820,321328,9222
B07174QNJ7,2566813,188637
0571335632,2983002,182567
B00A33HWJQ,178270,268
0764219618,2913179,31303
B019Y5LY1K,1712248,177452
B00TP2I6HI,2434620,2125506
B00E5141ZK,1003245,81613
B073GTLNWC,97358,1464
B07DFQ7CPM,264197,14673
1943272212,810403,21428
0956392466,14361785,11121180
B00MAODB8C,1427594,1259634
B07BS3Y9RG,525376,25974
B00JDSAJC4,758895,196725
B00D2DZL92,2259145,257287
B005STRPMO,1307046,1013231
B074CSR77V,1386494,28485
0691154082,557121,16026
B00BSMS3EE,1285086,160660
0310494877,453307,9082
B07C536WWF,104911,20174
1601545533,11691990,7771256
1501106481,101458,603
B07DZSKMB3,406046,45744
B01G4FK7VG,2309382,147173
1423646622,453842,25324
1476709130,47926,5436
0142437174,648096,16739
B00H048CLS,2437803,63092
B010Q74QVK,792649,20208
B00O98QAXK,1533418,126190
3958391656,8945961,136059
B07414N1RY,1458663,204412
B06W9DK9LN,415648,13599
1433541386,2017,116
1945247150,4209949,258805
1908293152,11619305,166911
1780870477,3720531,155817
B0718ZQCC6,1780986,32395
0399143831,2538165,118234
1942515189,2403386,122130
B01B9RN1IU,1458577,139829
B06XFMCZT1,668998,7280
B016QWV5EK,884684,73055
1845888812,6141381,248846
1504328671,1814244,94138
B01AZMNG26,424903,36717
B0796JL8FD,1406121,108233
B00YFP9NO0,608452,27823
1509217401,5027655,184086
0374235546,608459,17502
B0756LJTXH,70805,828
1780914199,3254441,147917
B013PUG9H4,567639,530263
B01N6X4WYQ,1314970,42428
B01CZCW3LY,440467,1895
3527410694,3319876,157962
0441009425,317658,16041
0143116266,653207,16137
B079WC2S9B,1335823,110448
3293206352,11269940,7464285
B00G3L1C2K,7179,33
B07BK2GT56,9952,173
B004XFZ7SI,462432,50308
1975921194,7229450,208211
1411660048,11256854,7741875
1788036565,3469274,3388079
1640852352,1562612,5771
147744730X,2932348,42346
B00PR4B42W,496010,34484
0979616859,1287886,81272
1506703674,28152,353
1533052107,12045589,9644972
B00513D4HC,363014,32388
1624140998,51266,148
B01A2HI016,1232207,119711
0312536631,29515,515
B07C96FG7J,117500,13354
B01NAG669T,3197421,2815740
177226217X,11640526,235558
B00O2HNJE6,158011,5697
1539082156,3710095,94014
1941220975,193980,8818
B072VKBXGD,1775390,112501
2367470030,4793792,198249
1448604168,3151577,116175
B00139XTG4,25931,7268
1471876195,10308477,9120710
B01BBXSK92,433916,34522
0840767587,707592,21875
B01N193KAF,208917,1598
3492301525,5501188,178118
0974060283,1156398,40302
B002HIRG9Q,9150501,6255058
B014RUQ6YM,922945,82024
1938288890,6791625,6506836
B017GYYDV4,235935,5588
0062382063,161409,6344
B073V5R72H,1117563,55616
0385539436,62922,4760
B0058RMC4M,3174698,249702
B07B8RJN61,4050,154
0143131915,299835,12778
B07BBW4LHW,5424,1327
B019GGABAW,1885966,141170
0312577230,179,28
1451657943,1255317,13710
B01N4H9MNN,8372,532
0529101505,68713,1028
B00CHBZ848,1821730,121239
B06XHMPQWM,1675418,92630
1780660553,136086,9863
B007ZGBV8M,555558,88279
B07BJZJDT1,437732,102665
B01LXKMKQK,80387,448
B076KJ69SH,632699,64172
1469149613,6868724,4955771
1329209656,4974170,286697
B00JMU2DY0,729352,60925
B01BN9JPI4,386308,72314
B01NBSUM06,423853,15457
B007URGJHY,831394,82670
B07DVVBFM6,207115,51416
1328948935,1524666,8188
0062444131,53310,6802
1250072689,388535,48534
B0744CMQ5Z,349738,9007
1781575126,1804785,42283
0440509173,423373,34966
383383319X,11062599,10820680
B07CGPPNMB,61966,17849
B01N0X0324,16219,1861
1613743971,1222166,52915
B00OGW22HM,803416,28188
B01NBCI1HF,557319,20849
0307701646,81503,1797
1449068979,6308001,157627
B01DTQC6Q2,116746,7880
0134729404,1645995,142743
B0042FZWAC,279678,20121
B01BP5OP22,3473509,2531738
1943735115,455729,16909
0060988479,326567,12724
B00KRHWVQM,162983,1542
0062837494,2976906,25396
0985718641,510821,17112
178217138X,1273050,51312
B003JFJHTS,108,1
B009OUY24W,768557,6989
1401902162,20059,4899
B07665D4WF,648822,28611
B074WC9JFY,738616,66962
1250170753,192930,12958
B074N7CP78,3280952,3168433
0812980557,17744,1516
1500867926,8665515,8608514
1608939731,6305,199
B00XF98P4Q,1365008,127720
0990338983,3024518,217926
161217678X,2504580,86211
B0044XV8W8,2286223,149438
B00L38EIPG,4779331,4067321
B00KK94LF6,221418,5472
B01MU9HUIX,1005873,46674
1402273142,367042,5076
B014CH7T1O,626289,58954
1300792477,7141819,299364
3551313601,6809121,158236
B07CG51V4V,756932,60919
B00KI1MRV6,322478,11549
B01DE9I4LA,41977,159
0008263736,1322752,58371
1442409061,535210,25375
163418422X,1687621,116402
B07BLVRVHT,1737812,84941
0674006712,475590,23514
0813554233,2812390,144911
1590793757,2267553,105445
B077NH55DJ,2782285,191416
B017PO7FMY,10733564,10350742
0143423959,2440378,67254
0199828113,2186259,73100
1942513976,3353801,110112
B079ZZ1D9K,203306,2560
B01KQLBR1S,271795,16503
1908006234,12795508,259156
B07D6CPCYJ,596686,30588
B071D48SPW,11834,16
1451635621,18402,1695
B074BCJD79,1303819,59280
1785883801,1197309,45497
1925225585,2521607,111575
B06XNTLCXZ,396202,10231
0147511348,2177235,95068
B077G4D6P5,4760506,72188
B06XSB7MBB,1393903,55101
194670069X,2203362,202022
B07BXCGJLV,760830,38203
B01LW4MZDM,353642,3544
B00F942VIG,752258,82529
0807759317,709654,49834
B00LRIUALS,1352673,135378
B06W2K3CWV,255706,5217
B079QHB1D3,282403,18715
B00OGUP6XG,1309859,150921
B07C1GPLS7,356845,16349
B00D2DU5CU,433897,66461
B015CLB7CG,855903,8777
184694435X,1680519,67063
1608190838,821550,42503
B07CGCTDYC,319641,7048
B01HON1P0Y,192012,390
B06VXRTXGM,329457,4565
0544813227,2725807,22269
B01MEEVXKD,1180939,96810
1849015821,4805648,128381
B00X5T2IX0,2319985,109904
B009W0M29Q,684017,17262
B078JMGN5M,634827,6205
159416276X,940309,39566
1408866757,8055614,7547335
012382592X,2818211,100496
B0757HV8T6,247860,36522
0989972364,1504597,46025
0953096491,11377972,2747394
B00KQTR19I,146769,4485
1433558319,1538610,898
B00M0EUJUA,1191803,74567
1429272724,716054,8168
B07C2Q3SSS,278262,18750
B007NG940G,2096148,175262
B00CMHEJ7O,4166292,3247825
1477848835,2024906,77249
161626439X,1830333,33524
0618872256,817762,18917
1472242521,6538715,102373
0735843120,837977,19954
0995236178,434322,71254
B01NAX9RGF,3283473,3207431
1602821577,1181005,55542
B01MUA44J8,3736354,3317023
B00I3OWABW,856929,70063
B0757SRB5X,665301,14338
0199328501,705643,17422
B00FZ9U6FK,974578,116980
B078JCMT19,205882,8526
0978979192,1917841,62437
147673481X,167576,9530
1492654388,882599,27998
1608873773,1595641,73383
B074WGWX99,744842,73561
B011UUO0TK,1867440,192422
B077HYLVPW,55677,515
0689040342,545731,25879
B0181NIQAI,1604193,97235
B079N6S2SF,1863870,92415
B0749NC7TJ,821764,13428
1438219857,1637024,76157
B078Q9SFDT,669655,41131
1621572250,1138823,71068
B079LDY7PN,1156370,27424
1400067669,114369,2491
B07DQCKM4B,56282,4405
B00BSB2AE4,84260,10846
B07665RQYL,1792232,70559
1934081094,2868948,134941
B01M1OYD1Q,2028844,127095
0451494601,244533,181
0399169253,125552,2251
B01MYOBP1Q,622887,18757
0306472740,640953,46511
B01F4H68NG,465571,28203
B0722SVKKB,370612,27853
3958350674,14105133,13866273
B01AH4ECOI,98504,5515
148953783X,8437542,5686268
0440234859,2449159,124238
0465068367,48206,3118
B01K4MJVH6,23721,21
B00GYL771Y,2990467,875310
B018YQAHJU,1103071,77172
B00JDVAC3M,1271364,109418
B076HKN1J2,911,142
1250027438,291387,1248
3442713072,10637727,9843334
8409018624,1618413,96908
B079G1DR9Y,1991106,125473
1496700988,863295,60750
0071808868,25943,1505
1442271582,2284688,87227
B01FR5PP9S,67381,743
193546048X,10484152,6896421
B0717B1HRM,925306,18781
0812994523,17094,3767
1786692686,229831,4453
0811817482,6547769,125909
0385142641,183948,8963
B01MXYEK83,656795,19681
1625266707,3965812,280922
B004YMYR2C,230282,2167
0300186088,1040811,27799
1537000454,30816,772
1612529402,5016465,257294
3257229534,733779,27891
B00CXULR02,4150868,243880
B06XSSNYDG,494177,1543
B00AEG7G84,532498,8613
193473022X,4599322,261153
0874173485,6629591,82638
B000856T02,5078113,155931
1443453196,1456967,47947
1590305841,9340,997
1908531312,2108590,2036864
B004SHNQX4,1892386,94728
B07BZM668C,120239,19199
B00KAFVOUA,253410,9272
1773490125,19945661,94908
0988591979,3535638,84837
1925597938,3096932,254018
B076BRN75M,458373,978
B00DGKX71A,4099627,3689126
B014EVWGJS,2077368,235798
1781083339,3187749,53130
B010N4H5R8,3073274,2214628
1682612678,746700,15424
B01MZ5FQ2J,15509,1340
B006KZ16DE,2553594,185868
B07587PCJZ,744960,27703
0755302168,5904212,2605931
B00QSH22ZA,84107,3625
3833861010,20397854,19830817
0800798643,9331,47
1439187002,725584,41030
B0752ZG5V8,119515,218
0062343041,609873,31094
